07:09,10.280555452
07:19,10.363430815
07:29,13.1461782694
07:39,12.4411806819
07:49,10
07:59,11.0025899491
08:09,11.1672731776
08:19,12.9503752312
08:29,12.326880464
08:39,13.6952926614
08:49,10.0157090977
08:59,11.7508263515
09:09,14.5610599788
09:19,12.7326958056
09:29,13.0465162105
09:39,13.3192886846
09:49,13.390531793
09:59,13.4094352985
10:09,12.4181013068
10:19,16.0135655567
10:29,15.3326724847
10:39,13.6747741827
10:49,18.3374844932
10:59,13.9932666666
11:09,20.5548337709
11:19,19.7297496752
11:29,22.5074896215
11:39,21.5791697051
11:49,19.1703271515
11:59,15.8409325826
12:09,12.858881839
12:19,21.6232864707
12:29,21.5561029871
12:39,22.2632568358
12:49,21.718141413
12:59,26.2271672886
13:09,18.7658174161
13:19,18.9240077726
13:29,17.2963929914
13:39,22.7847069382
13:49,13.9954124784
13:59,21.3744075038
14:09,12.7120405819
14:19,20.2511635444
14:29,15.237551581
14:39,20.4346549483
14:49,17.5627824038
14:59,17.1619187252
15:09,15.152508273
15:19,20.7422543474
15:29,12.3354730833
15:39,12.5827847934
15:49,15.1695353262
15:59,15.8524771285
16:09,14.6366662415
16:19,16.7994545987
16:29,20.330506167
16:39,13.7931364831
16:49,14.2290229608
16:59,13.2792731529
17:09,20.9933395097
17:19,18.7597373663
17:29,19.2546964364
17:39,21.5176188292
17:49,17.5910623265
17:59,15.332410205
18:09,20.7191544608
18:19,20.8239821583
18:29,23.8469142277
18:39,21.4675407995
18:49,19.621167281
18:59,20.0542591526
19:09,25.037500135
19:19,15.7449698865
19:29,18.9947458507
19:39,19.0664543628
19:49,22.050493605
19:59,18.7368367695
20:09,13.8988014238
20:19,12.2983406993
20:29,16.282900036
20:39,17.6026207723
20:49,13.716896187
20:59,16.7611322146
21:09,10
21:19,11.9236166234
21:29,10.6129229625
21:39,11.7375714826
21:49,11.7657311661
21:59,11.606953228
07:09,10
07:19,10
07:29,10
07:39,11.0065696277
07:49,11.3887273247
07:59,10
08:09,17.4107060563
08:19,14.3354776887
08:29,10.4693349372
08:39,12.2737453305
08:49,16.4898326751
08:59,13.7296047992
09:09,10.6794623328
09:19,13.4084404817
09:29,10
09:39,16.0862624518
09:49,13.8041958291
09:59,12.012353739
10:09,12.0212201035
10:19,10.5532064225
10:29,13.2481184051
10:39,13.1993574759
10:49,13.6982712941
10:59,15.4491513044
11:09,15.252268639
11:19,14.7200809073
11:29,28.1430487791
11:39,22.4591849024
11:49,16.3436118858
11:59,14.3675691115
12:09,21.4475622508
12:19,22.5550735511
12:29,20.7677713966
12:39,24.9232296395
12:49,22.5376675265
12:59,20.8552796594
13:09,17.5754138185
13:19,18.2876523851
13:29,21.7939005523
13:39,23.7733304908
13:49,17.1026901697
13:59,17.5887903858
14:09,13.0545718068
14:19,15.7250942563
14:29,15.4511373437
14:39,15.5390813102
14:49,15.0232924669
14:59,19.5634958583
15:09,13.0801182964
15:19,16.3732270241
15:29,13.117482902
15:39,14.3262107495
15:49,17.1178790094
15:59,14.3117791843
16:09,12.9402096301
16:19,13.89019708
16:29,26.0085360996
16:39,12.4773846685
16:49,15.7794790576
16:59,13.4178911773
17:09,23.362535036
17:19,20.7021082983
17:29,19.14576263
17:39,15.4587393037
17:49,16.6864458855
17:59,21.1869836433
18:09,18.453257789
18:19,21.421900363
18:29,20.0534431391
18:39,16.3711256991
18:49,15.5297695007
18:59,17.819362384
19:09,18.5068298361
19:19,16.4295198292
19:29,24.1566332161
19:39,18.5811030278
19:49,24.8832001555
19:59,25.9276055521
20:09,10.8126931196
20:19,14.7203028782
20:29,12.8142834456
20:39,12.3337866511
20:49,11.6221799481
20:59,14.3005499682
21:09,16.5029759179
21:19,10
21:29,10
21:39,11.9953588533
21:49,13.7443626519
21:59,12.226300501
07:09,10
07:19,11.4121558147
07:29,11.114498907
07:39,10.6479666484
07:49,10
07:59,10.5986272371
08:09,15.0184808461
08:19,14.7680995606
08:29,11.2412634075
08:39,13.3339604399
08:49,11.7388965877
08:59,14.7587595368
09:09,15.0562841483
09:19,15.6177644099
09:29,14.1377251947
09:39,11.8034411993
09:49,10.4426972463
09:59,10.4965127798
10:09,17.3767664244
10:19,12.4398560265
10:29,12.3083150398
10:39,11.1361785941
10:49,15.5186156459
10:59,17.1303711755
11:09,21.163300072
11:19,17.1916357636
11:29,21.281852237
11:39,25.7147569276
11:49,19.8277526207
11:59,13.9328542956
12:09,27.9369010542
12:19,16.6467889155
12:29,20.9161554559
12:39,19.2965139903
12:49,18.0886168313
12:59,17.1936884674
13:09,18.3399573343
13:19,26.5009444422
13:29,14.0839487554
13:39,21.2608136603
13:49,19.0808174375
13:59,26.579508457
14:09,16.1407800848
14:19,17.457941938
14:29,21.7470863509
14:39,17.0144867466
14:49,17.5707798172
14:59,16.2027591446
15:09,11.7622482304
15:19,11.7867936591
15:29,15.0388210419
15:39,15.157900241
15:49,16.1841349805
15:59,16.5189837124
16:09,11.8633631206
16:19,15.4663240628
16:29,14.9338486712
16:39,17.4802301411
16:49,13.7021783252
16:59,15.8971358663
17:09,14.8069761847
17:19,19.415526052
17:29,18.6980240554
17:39,14.3143001248
17:49,15.9855575992
17:59,21.8525711096
18:09,17.8397021508
18:19,23.1550296975
18:29,20.4780931126
18:39,22.0961510089
