07:09,0
07:19,2
07:29,1
07:39,6
07:49,5
07:59,1
08:09,3
08:19,1
08:29,9
08:39,3
08:49,4
08:59,3
09:09,5
09:19,3
09:29,6
09:39,3
09:49,9
09:59,2
10:09,9
10:19,2
10:29,11
10:39,14
10:49,6
10:59,15
11:09,10
11:19,22
11:29,16
11:39,18
11:49,17
11:59,12
12:09,15
12:19,16
12:29,23
12:39,21
12:49,22
12:59,32
13:09,24
13:19,18
13:29,15
13:39,15
13:49,17
13:59,16
14:09,13
14:19,18
14:29,11
14:39,10
14:49,18
14:59,23
15:09,14
15:19,12
15:29,11
15:39,8
15:49,8
15:59,5
16:09,10
16:19,11
16:29,10
16:39,15
16:49,4
16:59,9
17:09,9
17:19,23
17:29,10
17:39,9
17:49,17
17:59,13
18:09,15
18:19,13
18:29,22
18:39,22
18:49,19
18:59,22
19:09,19
19:19,24
19:29,13
19:39,14
19:49,21
19:59,20
20:09,19
20:19,10
20:29,11
20:39,7
20:49,10
20:59,9
21:09,4
21:19,3
21:29,3
21:39,2
21:49,1
21:59,3
07:09,0
07:19,0
07:29,3
07:39,1
07:49,1
07:59,2
08:09,1
08:19,9
08:29,10
08:39,4
08:49,4
08:59,10
09:09,1
09:19,6
09:29,5
09:39,1
09:49,9
09:59,8
10:09,4
10:19,5
10:29,3
10:39,5
10:49,7
10:59,7
11:09,13
11:19,13
11:29,10
11:39,26
11:49,18
11:59,26
12:09,17
12:19,26
12:29,21
12:39,24
12:49,20
12:59,26
13:09,21
13:19,16
13:29,16
13:39,16
13:49,20
13:59,14
14:09,12
14:19,19
14:29,12
14:39,11
14:49,12
14:59,13
15:09,14
15:19,6
15:29,10
15:39,6
15:49,12
15:59,13
16:09,9
16:19,9
16:29,2
16:39,13
16:49,15
16:59,7
17:09,11
17:19,19
17:29,17
17:39,14
17:49,15
17:59,12
18:09,26
18:19,18
18:29,17
18:39,16
18:49,15
18:59,19
19:09,16
19:19,20
19:29,18
19:39,28
19:49,21
19:59,29
20:09,16
20:19,10
20:29,9
20:39,8
20:49,9
20:59,8
21:09,7
